"run","arm","seed","mae","rmse","rsq","bias","cal_slope","var_truth","rsq_trad","kernel","threshold_mult","src","tgt","graph","accuracy","bal_accuracy","auc","sensitivity","specificity","brier","pred_rate","chosen","select_score","fips","stusps","config","n","mean_bias","resid_moran","label","adaptive"
"kc-ames","XGBoost",1021,0.3598296547097,0.431048658529392,0.273117015699281,-0.241223106838561,0.71939713220682,0.166127093225597,-0.118438554556975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost",1022,0.317025037242377,0.391820019054011,0.283378827304608,-0.174589631448813,0.773575327830956,0.166127093225597,0.0758706220002032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost",1023,0.329459325138033,0.393860117071027,0.314881306698778,-0.188671665025459,0.750962300934286,0.166127093225597,0.0662221988767002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost",1024,0.342436277624786,0.414257432156083,0.34999030355967,-0.222538753644581,0.669701490362776,0.166127093225597,-0.0329995954573752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost",1025,0.375582661881507,0.449259701099406,0.219011739217682,-0.226751184097688,0.569880028356473,0.166127093225597,-0.214938966986205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost",1026,0.331494786516714,0.406760189996756,0.284373435647944,-0.202602723918386,0.74450738003495,0.166127093225597,0.0040525662992611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost",1027,0.380792010089298,0.456768312677233,0.205591341306937,-0.254730960691217,0.629554552881335,0.166127093225597,-0.255889616889169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost",1028,0.363870536672107,0.437123318753261,0.248558379532396,-0.233626803701297,0.652543874125638,0.166127093225597,-0.150184428607242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost",1029,0.386383219285868,0.464498244338849,0.178725513784818,-0.256074015528747,0.594617776356287,0.166127093225597,-0.298756360594821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost",1030,0.334827476913956,0.398312833834683,0.3717040947533,-0.216191899487536,0.740600893032847,0.166127093225597,0.0449895286979572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1001,0.262543602140488,0.337825483227894,0.376593250994087,-0.0660564654041405,0.760052344958917,0.166127093225597,0.313019599017605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1002,0.255975444302311,0.341278424389135,0.361829760842316,0.0905332393831561,0.836562830693835,0.166127093225597,0.298904467103595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1003,0.219786651024927,0.28629395801528,0.543831583214592,0.0252406394588697,0.801047531107019,0.166127093225597,0.506617320482763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1004,0.30353002021544,0.38456139362324,0.170278958021669,0.0229002501104239,0.63220346127656,0.166127093225597,0.109793215579711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1005,0.274941183127185,0.346415668354724,0.348197519603164,-0.0704228493217844,0.744654008350602,0.166127093225597,0.277638505847524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1006,0.351755879100085,0.423592312977226,0.410013304454125,-0.259168553104362,0.685873093315625,0.166127093225597,-0.0800793785618934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1007,0.214246447412548,0.287525334720271,0.505684524823209,0.000237897105468289,0.923296080204436,0.166127093225597,0.502364024429546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1008,0.269942925047265,0.336050444522097,0.5157100953018,-0.178849425089417,0.92793371451472,0.166127093225597,0.320219844513004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1009,0.270376824493295,0.343182583532242,0.37491766680131,-0.109261183513584,0.847096306383151,0.166127093225597,0.291059132179425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1010,0.240384362687129,0.312276556943501,0.458676748943729,-0.0522847635306604,0.797928508918733,0.166127093225597,0.412999733378457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1011,0.255658545772198,0.322288330602395,0.451887163653451,-0.108898215162021,0.897180377557178,0.166127093225597,0.374757205307712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1012,0.299348276099955,0.37863720504366,0.297834417953277,-0.117457029559555,0.661418556605694,0.166127093225597,0.137009320637505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1013,0.242017362413935,0.311263571855324,0.457556040593974,-0.0603563919952866,0.830654270141794,0.166127093225597,0.416801863663705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1014,0.318565088818268,0.389742284935449,0.248722464315803,-0.121286883523599,0.645816161286604,0.166127093225597,0.0856455397047774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1015,0.27568606179321,0.336749382584065,0.533847515833992,-0.179394146644003,0.828408303986491,0.166127093225597,0.317389208051969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1016,0.337282354733361,0.412931450122086,0.329658872148773,-0.214896773473877,0.672293658603029,0.166127093225597,-0.0263971949980306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1017,0.218224939266023,0.290134293155491,0.49653364534961,-0.017846800378984,0.947956185267292,0.166127093225597,0.493292114907924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1018,0.264497946845071,0.341801134552956,0.329011303281163,-0.0618572086745828,0.855044539715884,0.166127093225597,0.296755193187917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1019,0.259124435021605,0.340234603594435,0.413472549291914,-0.0178807615674792,0.661159614837277,0.166127093225597,0.303186595061507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1020,0.375353298010334,0.453477974602072,0.233023150377141,-0.26197594640343,0.667078837229881,0.166127093225597,-0.237861142673096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1021,0.26654321960246,0.332808164361594,0.531595165161822,-0.172205779568349,0.837609473124282,0.166127093225597,0.33327386812624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1022,0.34822901310817,0.417656493337245,0.374939283292531,-0.245486225379466,0.710184789659733,0.166127093225597,-0.0500210594179371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1023,0.248578535530261,0.319497052559522,0.412402967565183,-0.0124967737024834,0.798898328961879,0.166127093225597,0.385540524352632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1024,0.275496324653329,0.347861303579608,0.402300538145142,-0.128956596635591,0.7832309656394,0.166127093225597,0.271596919090261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1025,0.219173902794392,0.281351442746591,0.610890554286744,-0.104792327230845,0.842272931401902,0.166127093225597,0.523505571556035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1026,0.236877909662343,0.310654574106062,0.434454772311795,0.00894485264849685,0.842910254346712,0.166127093225597,0.419081725086435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1027,0.291472539659145,0.368318065853005,0.314030501810836,-0.138777117902904,0.82097503233209,0.166127093225597,0.183407143291929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1028,0.272869245766837,0.350652884149966,0.304598980620579,-0.0180301394148937,0.726808756314778,0.166127093225597,0.259859167007059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1029,0.272442964719065,0.349911132740797,0.288544040269958,-0.0054137702013559,0.770387875766193,0.166127093225597,0.262987159778447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","XGBoost + lags",1030,0.228313002670108,0.299276667299306,0.487389333012863,0.0120240181602845,0.812818070123142,0.166127093225597,0.460855409850876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1001,0.454317559259299,0.532581931568816,0.618023817711042,0.277581934524071,0.458501012957333,0.166127093225597,-0.707388652424019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1002,0.369349082052974,0.445655432995278,0.496875378347447,-0.265731698920658,0.576741969320977,0.166127093225597,-0.195523024582766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1003,0.356023130307232,0.440609130295118,0.627183155486375,-0.00980884542771344,0.470302050121635,0.166127093225597,-0.168601712881275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1004,0.45566352787036,0.550411955147053,0.499722651263485,-0.416648752045255,0.572496565918973,0.166127093225597,-0.823623796013796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1005,0.622240490969298,0.705133143171052,0.579086798316436,0.491788519520325,0.418641352610965,0.166127093225597,-1.99296604752533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1006,0.372124300996811,0.436737593705496,0.550671004184664,0.340541665508085,1.04233470599855,0.166127093225597,-0.148155439622643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1007,0.330957266846154,0.423702221488063,0.397445459728123,-0.189081648823014,0.551349120231134,0.166127093225597,-0.0806399426379578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1008,0.328247188048744,0.41284289377549,0.647116178966232,0.209185717097855,0.556821277193266,0.166127093225597,-0.0259570045535407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1009,0.322498026737722,0.395293654011463,0.595970790714487,0.0375537755657561,0.515040712546995,0.166127093225597,0.0594124662764055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1010,0.379165170806131,0.462684164685168,0.660148522222899,0.338036613130732,0.613889808208316,0.166127093225597,-0.288631686101319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1011,0.267702962513263,0.331417355323108,0.593660766162557,-0.10338253562844,0.638259878624522,0.166127093225597,0.338834736244941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1012,0.415795296912793,0.499288592031905,0.647164355247738,-0.0123215186158538,0.428908162598613,0.166127093225597,-0.500592668497924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1013,0.660117055675676,0.8284307472491,0.404273218833853,0.0245123392975427,0.252761567836181,0.166127093225597,-3.13115940128877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1014,0.225568136830289,0.292519345662035,0.7003734852735,0.0896757086042835,0.671773131048883,0.166127093225597,0.484927076462199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1015,0.48198652175227,0.555944570541633,0.552242642037953,0.47952875084142,0.814335594563349,0.166127093225597,-0.86046935219052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1016,0.436818063053131,0.546946671292509,0.236627590910882,0.378347598296613,0.536925357215813,0.166127093225597,-0.800733736018094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1017,0.461005638572596,0.692933218454799,0.423458616592911,-0.235497086800304,0.316176674338717,0.166127093225597,-1.89029583263751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1018,0.282627909183024,0.361240557771151,0.645963898852884,0.220158433546771,0.682433067663032,0.166127093225597,0.214488509700203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1019,1.61951381105262,1.83022615958203,0.545708806359848,-1.6076340232286,0.266036225385105,0.166127093225597,-19.1636453764318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1020,0.681537134096564,0.991909008089581,0.416739705852776,-0.510353806749648,0.24944709707191,0.166127093225597,-4.92247454178448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1021,0.331380689342903,0.427906865306304,0.118705435886808,-0.135108372561455,0.507987461686482,0.166127093225597,-0.102193999913159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1022,0.230075579052557,0.30979450919918,0.632120443967269,0.183488501835322,0.903022367473667,0.166127093225597,0.422293883155882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1023,0.691134480326239,0.794562367328076,0.55663546140044,0.283396278269614,0.305577027362304,0.166127093225597,-2.8002793121569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1024,0.338954531865284,0.428127948525525,0.475554448241344,0.289361948440481,0.715647545058322,0.166127093225597,-0.103333217657437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1025,0.542829622307432,0.654656456948269,0.565379229299922,0.0635409218596088,0.340458855888658,0.166127093225597,-1.57980241694872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1026,0.304513440365136,0.384534383539897,0.715106760883356,0.227934008287488,0.609860957381774,0.166127093225597,0.109918260451301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1027,0.224506708971693,0.288609702607902,0.677942753684311,0.142031573890089,0.773640201515042,0.166127093225597,0.498603395616462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1028,0.37287439839603,0.453557797671236,0.531131170382425,0.106406307850453,0.465248778423781,0.166127093225597,-0.238296967906529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1029,0.565488606956172,0.793919370932607,0.475306654512562,-0.373841432023336,0.306682725494108,0.166127093225597,-2.79413107942653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE",1030,0.393881749322915,0.463508037389227,0.713513158145289,0.377351777181792,0.685816015945523,0.166127093225597,-0.293224943343017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE + LayerNorm",1001,0.251684312210894,0.320919479247225,0.564157109287713,0.169421594972649,1.1663104090543,0.166127093225597,0.380057098690984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE + LayerNorm",1002,0.239406912070553,0.306887600349502,0.54354827168551,-0.10779757767458,0.78518300623299,0.166127093225597,0.433084649712248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE + LayerNorm",1003,0.24666760600651,0.326661488343414,0.464286970936901,-0.0733834379184163,0.714121767380391,0.166127093225597,0.357674140353328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE + LayerNorm",1004,0.506287199299749,0.729926795045655,0.210396824572338,-0.422784534385292,0.283620487765388,0.166127093225597,-2.20714168761203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kc-ames","GraphSAGE + LayerNorm",1005,0.220694226818648,0.285357669920162,0.575499936352193,0.103448430970057,0.953186431631497,0.166127093225597,0.509839134597479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
